ciudad,genero,edad,direccion,famtam,estadoP,eduM,eduP,trabM,trabP,razon,asistioNMM,internet,tutor,tpoviaje,tpoestudio,areprobadas,apoyoextra,apoyofam,extrapaga,activextra,qsuperior,pololea,qfamrel,tpolibre,saleamigos,salud,inasistencia,G1,G2,G3,nivelalco
La Serena,F,20,URB,MQ3,SEP,3,4,otro,en_casa,curriculo,no,si,otro,3,3,1,no,si,no,no,no,si,2,2,5,2,22,3.4,4,3.9,NORMAL
La Serena,M,23,RUR,MI3,JUN,3,2,salud,servicios,reputacion,si,no,madre,3,1,3,si,no,no,no,no,no,3,2,5,4,14,4.1,3.6,4,MUYALTO
La Serena,F,19,RUR,MI3,JUN,4,4,profesor,servicios,otro,no,si,otro,4,1,2,si,si,si,no,no,no,5,1,4,2,22,6.7,4,5.6,BAJO
La Serena,F,23,URB,MQ3,SEP,0,0,en_casa,servicios,otro,no,si,padre,2,3,2,no,si,si,no,si,si,3,5,3,1,13,5.8,4,4.6,BAJO
Valparaiso,M,23,URB,MQ3,JUN,4,0,profesor,servicios,otro,si,no,madre,1,4,1,no,si,no,si,no,si,2,4,5,2,0,6.4,6.1,6.4,BAJO
La Serena,F,20,RUR,MQ3,JUN,2,0,en_casa,en_casa,reputacion,si,si,padre,2,3,0,no,no,si,si,si,si,3,1,1,1,22,5.8,2.8,4.7,BAJO
La Serena,F,22,URB,MQ3,JUN,3,2,salud,otro,cercania,si,no,padre,1,3,1,no,si,no,si,si,si,3,5,4,3,0,4.9,4.8,4.7,ALTO
Valparaiso,F,23,RUR,MI3,SEP,1,4,servicios,profesor,cercania,no,si,padre,1,4,3,no,no,si,si,si,no,5,1,3,1,13,4.9,3.9,4.7,BAJO
Valparaiso,M,20,URB,MI3,JUN,4,2,profesor,servicios,otro,no,si,madre,3,2,3,no,si,no,si,no,no,2,4,2,4,20,6.1,4.9,5.8,BAJO
La Serena,F,18,RUR,MI3,SEP,1,0,en_casa,en_casa,cercania,si,no,padre,4,3,2,no,no,si,si,no,no,2,3,1,4,14,4.9,3.1,6.4,BAJO
La Serena,F,18,URB,MI3,JUN,2,4,en_casa,en_casa,curriculo,si,si,madre,3,2,0,no,si,si,no,no,si,3,3,3,5,3,5.2,3.7,4,MUYBAJO
Valparaiso,M,23,RUR,MI3,JUN,2,1,otro,servicios,reputacion,si,si,madre,3,3,3,si,no,si,no,no,no,5,1,3,2,54,2.1,1.8,1.7,BAJO
La Serena,F,20,URB,MQ3,JUN,1,2,en_casa,en_casa,curriculo,no,no,otro,1,4,1,si,no,no,si,si,no,1,5,2,1,6,2.2,4.3,5.2,BAJO
La Serena,F,21,RUR,MQ3,JUN,2,0,servicios,en_casa,reputacion,no,si,padre,4,1,2,si,si,no,no,no,si,3,4,3,1,15,3.6,4.3,3.9,ALTO
La Serena,M,23,RUR,MI3,SEP,3,0,otro,en_casa,otro,si,si,madre,1,4,0,si,no,no,si,si,no,5,3,4,5,13,3.4,3.7,5.5,NORMAL
La Serena,F,22,RUR,MI3,SEP,4,4,salud,salud,reputacion,no,si,padre,3,2,0,no,no,no,no,si,si,3,4,1,1,1,6.1,6.7,6.7,BAJO
La Serena,M,25,URB,MI3,SEP,1,0,otro,servicios,cercania,no,no,padre,1,3,0,no,no,no,no,si,no,3,3,1,2,56,1.7,1.7,2.1,NORMAL
Valparaiso,F,22,RUR,MI3,JUN,0,4,otro,profesor,otro,si,si,otro,3,4,0,no,no,si,no,no,si,3,1,4,4,11,4.9,4.8,4.7,ALTO
La Serena,F,25,RUR,MI3,JUN,4,2,servicios,otro,curriculo,si,no,madre,1,3,0,si,no,si,si,si,si,5,4,4,4,56,2.1,1.8,1.7,BAJO
Valparaiso,M,22,URB,MI3,SEP,3,4,salud,profesor,cercania,si,no,padre,1,2,0,no,no,no,no,si,no,3,5,3,5,56,1.9,1.8,2.3,NORMAL
La Serena,F,18,RUR,MQ3,SEP,3,3,servicios,salud,cercania,no,si,otro,4,2,0,si,si,no,no,si,no,1,1,3,5,16,6.4,3.1,5.5,BAJO
La Serena,M,18,URB,MI3,SEP,1,3,servicios,salud,cercania,no,si,padre,3,4,3,no,si,no,si,si,no,4,4,2,3,18,4.9,3.4,7,BAJO
Valparaiso,M,19,RUR,MI3,JUN,3,1,en_casa,otro,cercania,no,si,otro,2,2,3,no,no,si,si,si,si,3,3,5,4,10,5.5,3.4,4.7,NORMAL
La Serena,F,25,URB,MI3,SEP,4,2,en_casa,otro,otro,no,si,padre,3,4,0,si,no,no,si,si,no,2,1,4,1,14,3.5,4.2,4.3,ALTO
Valparaiso,M,21,URB,MQ3,JUN,4,4,salud,servicios,cercania,no,si,madre,2,3,1,no,no,no,si,no,si,5,4,3,1,24,3.6,4.3,4.1,ALTO
La Serena,F,20,RUR,MI3,SEP,3,4,otro,otro,reputacion,si,si,padre,3,3,2,si,no,no,no,si,no,4,3,2,5,28,6.4,4.8,5.8,BAJO
La Serena,M,18,RUR,MI3,JUN,3,1,salud,servicios,cercania,si,no,padre,1,3,3,si,si,si,si,no,si,4,2,2,5,3,5.2,5.5,5.6,BAJO
La Serena,M,21,URB,MQ3,SEP,0,1,otro,en_casa,cercania,si,si,madre,3,3,0,si,si,no,si,si,no,2,4,1,4,17,5.2,4.3,5,NORMAL
Valparaiso,F,19,URB,MQ3,JUN,4,2,salud,otro,cercania,no,si,otro,1,4,0,no,no,si,no,no,si,5,1,1,5,6,5.8,3.7,4.9,BAJO
La Serena,F,19,RUR,MI3,SEP,3,2,en_casa,servicios,otro,si,si,madre,3,2,3,si,no,si,no,no,si,5,3,5,1,2,3.6,4.2,3.6,ALTO
La Serena,M,20,URB,MI3,JUN,4,3,en_casa,salud,curriculo,si,no,otro,3,4,0,no,si,si,si,si,si,4,2,5,5,24,2.8,5.2,3.8,BAJO
Valparaiso,M,25,RUR,MI3,JUN,3,4,otro,en_casa,curriculo,no,si,otro,2,3,1,si,si,no,si,si,no,5,1,2,2,26,4.3,3.8,4.1,ALTO
Valparaiso,F,18,RUR,MQ3,JUN,4,3,profesor,salud,reputacion,si,si,madre,1,2,1,no,si,no,no,no,si,5,3,1,5,17,4.6,4.3,4.9,NORMAL
La Serena,F,20,URB,MQ3,JUN,2,0,otro,servicios,reputacion,no,si,padre,4,4,1,no,no,si,si,si,no,2,4,3,5,10,4.9,4.6,5.2,NORMAL
La Serena,F,25,URB,MQ3,SEP,4,3,profesor,servicios,otro,no,no,padre,1,4,2,no,si,si,no,si,no,1,4,5,2,6,2.9,2.4,2.4,ALTO
La Serena,M,20,RUR,MQ3,JUN,3,3,profesor,salud,cercania,si,si,padre,2,4,2,no,no,si,no,si,si,5,2,3,3,19,4.9,4.8,4.7,ALTO
Valparaiso,M,20,RUR,MI3,SEP,3,2,salud,servicios,reputacion,si,no,padre,1,3,3,si,si,no,si,no,no,4,4,1,5,28,2.2,3.7,3.4,NORMAL
La Serena,F,25,URB,MI3,JUN,4,3,salud,en_casa,cercania,si,no,padre,3,3,2,si,no,si,si,no,si,2,1,4,4,6,4.5,4.8,4,ALTO
La Serena,M,25,RUR,MQ3,SEP,2,0,otro,en_casa,otro,si,no,madre,2,3,1,si,no,si,si,si,si,1,1,5,3,1,3.7,5.2,4.6,BAJO
La Serena,F,22,RUR,MI3,SEP,1,1,otro,otro,curriculo,no,no,padre,4,3,1,si,no,si,si,no,si,2,1,2,4,14,4.9,4.7,4.5,ALTO
La Serena,F,21,URB,MI3,JUN,0,4,servicios,salud,cercania,si,no,madre,3,3,0,no,si,no,si,no,no,3,1,4,5,2,3.2,3.2,3.3,ALTO
Valparaiso,F,22,URB,MQ3,JUN,1,4,en_casa,otro,curriculo,si,si,otro,3,1,3,si,no,no,no,si,no,4,2,3,2,3,6.1,4.8,6.1,NORMAL
La Serena,F,21,URB,MI3,JUN,3,4,en_casa,en_casa,reputacion,no,si,otro,4,1,3,si,si,si,si,si,si,3,1,1,5,24,2.2,3.7,4,MUYBAJO
La Serena,M,20,URB,MQ3,SEP,3,3,profesor,salud,curriculo,si,no,padre,4,3,2,si,no,no,si,si,si,1,1,4,4,28,5.5,4.3,5.2,NORMAL
La Serena,M,21,URB,MI3,SEP,3,3,salud,salud,cercania,no,si,otro,3,2,3,no,no,no,si,si,si,4,4,3,5,75,1.6,1.5,1.9,MUYALTO
Valparaiso,M,20,RUR,MQ3,SEP,4,0,salud,servicios,reputacion,si,si,madre,1,3,0,no,si,si,si,no,si,4,3,3,4,17,4.9,4.9,5.6,BAJO
Valparaiso,F,21,URB,MQ3,JUN,0,2,servicios,otro,curriculo,no,no,otro,4,4,2,si,no,no,no,no,no,2,3,2,2,8,4,3.4,3.2,ALTO
Valparaiso,M,20,URB,MI3,SEP,4,2,profesor,otro,otro,no,no,padre,2,3,0,no,no,si,no,si,no,3,1,4,4,24,4,3.5,4.3,ALTO
Valparaiso,M,20,RUR,MQ3,JUN,1,3,en_casa,salud,reputacion,si,si,padre,2,4,1,no,si,no,si,si,si,2,1,1,1,13,4.3,3.6,3.9,MUYALTO
La Serena,F,20,URB,MQ3,JUN,0,3,en_casa,profesor,curriculo,no,no,padre,4,4,1,si,si,si,no,si,no,3,2,4,1,4,3.7,6.4,5.8,MUYBAJO
Valparaiso,F,20,URB,MI3,JUN,2,3,otro,salud,otro,si,no,padre,2,1,2,no,no,no,no,no,si,2,3,5,2,13,5.2,4.6,5.2,BAJO
Valparaiso,M,20,URB,MI3,JUN,4,3,servicios,otro,otro,no,no,madre,1,3,0,no,si,no,si,si,no,5,5,3,2,19,4.2,4.3,3.2,ALTO
Valparaiso,F,23,RUR,MQ3,JUN,3,3,salud,otro,curriculo,no,si,madre,2,3,1,si,si,si,no,no,si,3,4,5,1,2,4,6.4,6.1,BAJO
Valparaiso,M,23,URB,MI3,JUN,4,3,salud,profesor,cercania,si,si,padre,2,4,1,no,si,si,si,no,no,3,1,4,2,2,6.1,3.8,5.4,BAJO
La Serena,F,23,URB,MI3,JUN,4,3,profesor,en_casa,otro,no,si,otro,1,3,2,no,no,no,si,no,no,2,3,5,5,5,4,3.7,4.4,BAJO
Valparaiso,M,20,RUR,MI3,SEP,3,2,servicios,otro,reputacion,si,no,otro,3,2,3,no,si,no,no,si,si,1,5,5,1,54,2.2,1.8,1.7,MUYBAJO
Valparaiso,M,25,RUR,MI3,SEP,3,1,servicios,otro,otro,no,si,otro,3,4,2,no,no,no,si,no,no,5,3,5,5,54,2.1,2.3,2.3,BAJO
La Serena,M,18,RUR,MI3,SEP,3,3,en_casa,profesor,curriculo,si,no,madre,4,1,3,si,no,no,no,no,no,2,3,4,5,4,5.5,5.5,6.3,BAJO
Valparaiso,M,19,URB,MI3,JUN,1,4,servicios,salud,reputacion,si,si,otro,2,3,0,no,si,si,si,si,si,2,4,5,3,54,1.7,2.3,2.2,BAJO
La Serena,M,19,URB,MQ3,SEP,4,3,salud,en_casa,curriculo,no,si,madre,3,3,1,si,si,no,no,si,no,5,4,4,5,54,1.9,1.8,2.1,BAJO
La Serena,F,18,RUR,MQ3,SEP,4,2,salud,servicios,curriculo,si,no,padre,3,2,0,si,si,no,no,si,si,2,2,4,2,23,4.1,3.9,4,ALTO
La Serena,F,18,URB,MI3,SEP,3,3,otro,profesor,cercania,no,no,padre,2,2,0,si,no,si,si,si,no,4,1,4,4,4,3.6,4.2,4,ALTO
La Serena,F,22,RUR,MQ3,JUN,4,0,en_casa,en_casa,reputacion,no,no,padre,4,1,2,si,si,si,no,si,si,5,3,2,5,9,3.7,3.1,3.9,BAJO
La Serena,M,21,URB,MI3,SEP,1,0,en_casa,otro,cercania,no,no,padre,2,3,0,no,no,no,si,no,no,2,2,1,4,7,4.9,2.8,4.6,NORMAL
Valparaiso,F,25,URB,MQ3,JUN,3,3,profesor,servicios,reputacion,si,no,padre,1,3,2,no,si,si,no,si,no,5,3,4,3,28,6.7,4.6,5.9,BAJO
Valparaiso,M,23,URB,MI3,SEP,2,0,en_casa,otro,otro,no,no,madre,3,1,0,no,no,si,si,no,no,4,3,1,4,6,6.4,3.7,4.8,BAJO
La Serena,M,23,URB,MQ3,SEP,0,4,otro,profesor,reputacion,no,si,madre,3,3,3,si,si,si,no,no,no,2,1,1,2,2,3.7,3.6,3.7,ALTO
La Serena,F,23,RUR,MI3,SEP,2,4,en_casa,salud,curriculo,no,no,padre,4,4,0,no,si,no,si,no,si,4,1,3,4,54,1.6,2,1.7,ALTO
Valparaiso,M,25,URB,MI3,JUN,4,1,otro,servicios,reputacion,si,si,padre,1,1,0,si,si,no,no,no,no,1,2,4,2,1,4.3,6.1,6.1,BAJO
Valparaiso,F,22,URB,MI3,JUN,4,1,servicios,en_casa,curriculo,si,no,madre,1,2,3,no,si,no,no,si,no,5,4,5,2,3,5.5,4.6,5.4,NORMAL
Valparaiso,M,25,URB,MQ3,JUN,4,4,en_casa,otro,cercania,no,no,madre,3,2,2,no,no,si,si,no,si,2,2,3,5,3,3.9,3.6,4,ALTO
La Serena,M,21,RUR,MI3,JUN,4,2,salud,servicios,curriculo,si,si,otro,2,2,1,no,no,si,si,no,no,1,3,3,4,28,4.9,4.9,4.7,BAJO
La Serena,F,21,RUR,MQ3,SEP,3,0,salud,servicios,curriculo,si,si,padre,1,2,1,si,no,no,no,si,si,5,4,4,3,2,4.9,4.8,4.7,ALTO
La Serena,M,20,URB,MI3,JUN,0,4,servicios,profesor,otro,no,si,otro,3,4,2,si,si,si,no,si,si,4,3,2,3,18,4.9,4.8,4.7,ALTO
Valparaiso,F,22,URB,MQ3,SEP,3,3,salud,en_casa,curriculo,si,si,madre,4,4,1,si,si,si,si,no,si,4,4,5,3,56,2.2,1.9,1.8,NORMAL
La Serena,M,23,RUR,MI3,JUN,3,4,salud,servicios,cercania,no,no,padre,3,1,2,si,no,si,no,si,si,5,5,2,2,16,5.2,5.5,5.9,BAJO
Valparaiso,F,19,URB,MQ3,JUN,3,2,en_casa,otro,curriculo,si,si,madre,3,3,2,si,no,no,no,si,si,3,1,4,4,24,1.9,2.5,2.1,BAJO
Valparaiso,M,22,URB,MQ3,SEP,3,0,en_casa,en_casa,reputacion,no,si,padre,1,3,3,no,no,si,si,no,no,5,1,4,2,10,1.9,3.1,2.8,BAJO
La Serena,F,20,URB,MQ3,JUN,2,1,servicios,servicios,cercania,no,no,padre,1,1,1,no,si,si,si,si,no,4,4,5,2,13,3.7,4.3,7,BAJO
La Serena,F,23,RUR,MQ3,SEP,3,3,profesor,profesor,reputacion,no,si,padre,4,3,2,si,no,no,no,si,si,5,4,3,2,17,3.9,3.6,3.3,ALTO
La Serena,M,23,URB,MI3,SEP,4,4,profesor,profesor,cercania,si,si,otro,3,1,2,no,si,no,no,si,no,1,1,2,5,14,3.7,4.3,4,ALTO
Valparaiso,F,19,RUR,MI3,SEP,3,3,profesor,servicios,curriculo,no,si,otro,1,2,2,si,si,si,no,si,si,3,3,4,4,28,3.1,2.5,3.1,NORMAL
Valparaiso,M,23,RUR,MQ3,JUN,3,3,profesor,salud,otro,si,no,otro,1,2,3,si,no,no,no,si,si,3,5,1,5,19,3.7,4.9,5.5,BAJO
La Serena,F,25,URB,MI3,JUN,3,0,salud,otro,reputacion,si,si,madre,4,2,0,si,si,si,no,no,no,3,4,4,4,13,2.8,3.7,3,BAJO
Valparaiso,F,20,RUR,MQ3,SEP,4,3,salud,en_casa,otro,si,si,madre,2,1,1,si,no,no,si,no,no,2,3,1,3,11,5.5,3.6,5.2,BAJO
Valparaiso,F,23,RUR,MQ3,JUN,1,1,otro,en_casa,cercania,no,no,madre,1,2,0,no,no,no,si,no,si,5,3,1,3,20,4,4.9,6.7,NORMAL
La Serena,M,19,RUR,MQ3,SEP,4,0,salud,servicios,otro,no,no,padre,3,4,0,si,si,no,no,si,si,4,1,5,4,6,3.6,3.5,4.1,ALTO
Valparaiso,M,25,RUR,MQ3,JUN,2,4,servicios,en_casa,otro,no,no,madre,1,4,1,no,no,si,si,no,si,3,1,5,4,54,2.1,1.9,1.8,BAJO
La Serena,M,18,RUR,MQ3,JUN,0,3,en_casa,salud,curriculo,si,no,otro,2,1,2,si,si,si,si,no,no,1,1,1,5,0,5.2,3.7,4.1,NORMAL
La Serena,F,22,RUR,MQ3,SEP,4,0,profesor,en_casa,cercania,no,si,otro,3,4,1,si,si,si,si,no,si,1,2,4,4,18,4.3,4,3.4,ALTO
Valparaiso,M,22,URB,MQ3,SEP,4,3,profesor,en_casa,cercania,no,si,otro,2,4,1,si,no,no,si,no,si,2,5,5,4,22,5.5,3.8,5.5,NORMAL
Valparaiso,M,19,RUR,MI3,JUN,3,4,salud,profesor,cercania,no,no,padre,1,2,3,si,si,no,si,no,si,3,5,1,3,15,4.5,6.1,4.8,BAJO
La Serena,M,21,RUR,MQ3,SEP,2,1,en_casa,servicios,curriculo,no,si,padre,4,1,2,no,no,si,si,si,no,3,5,2,4,30,4.6,6.7,7,BAJO
Valparaiso,F,25,RUR,MQ3,JUN,4,1,salud,servicios,curriculo,si,no,madre,2,4,0,si,no,no,no,si,si,1,4,1,5,20,6.7,4.3,5.1,BAJO
Valparaiso,M,22,URB,MI3,JUN,3,1,otro,otro,curriculo,si,si,otro,4,2,0,no,si,no,si,no,no,5,1,4,3,14,3,3.4,2.9,ALTO
Valparaiso,M,25,URB,MQ3,SEP,1,4,en_casa,salud,otro,si,si,padre,1,3,2,no,si,no,no,no,no,2,1,1,2,15,5.2,5.5,5.7,BAJO
Valparaiso,F,20,URB,MI3,SEP,1,1,en_casa,en_casa,otro,no,no,madre,3,2,2,si,no,no,si,no,si,2,1,2,1,19,3.9,6.1,7,MUYBAJO
La Serena,M,22,URB,MI3,JUN,2,4,en_casa,salud,curriculo,no,no,otro,2,1,2,si,no,si,si,si,no,2,5,2,3,11,3.8,4.4,4,ALTO
La Serena,F,19,RUR,MQ3,JUN,3,4,salud,profesor,otro,si,si,madre,3,4,1,si,si,no,si,si,si,4,2,2,3,19,3.6,3.6,3.9,ALTO
Valparaiso,M,20,URB,MI3,SEP,4,4,profesor,profesor,otro,no,no,otro,1,1,0,no,no,si,no,si,no,1,2,3,2,0,2.2,3.7,4,BAJO
Valparaiso,M,23,RUR,MI3,JUN,4,0,profesor,otro,curriculo,no,no,madre,3,2,3,si,no,si,si,si,no,1,5,3,2,21,4.6,4.6,4,ALTO
Valparaiso,F,18,URB,MQ3,SEP,1,1,en_casa,otro,otro,si,no,otro,1,3,0,si,si,no,no,si,si,3,2,5,5,17,4.2,4.4,4.1,ALTO
Valparaiso,M,25,RUR,MQ3,SEP,4,4,otro,servicios,cercania,si,no,padre,2,3,1,no,no,no,no,si,no,4,1,5,3,24,5.5,4.9,4.9,BAJO
La Serena,F,22,RUR,MI3,SEP,4,2,en_casa,en_casa,curriculo,no,si,padre,3,1,0,no,no,si,no,no,no,1,3,5,2,54,1.8,2.1,1.8,BAJO
La Serena,F,25,URB,MQ3,SEP,2,3,otro,salud,curriculo,no,no,madre,1,3,2,no,no,si,si,si,si,4,1,1,2,12,6.1,4.4,7,NORMAL
La Serena,F,22,URB,MQ3,SEP,4,2,profesor,otro,curriculo,no,si,otro,4,3,0,si,si,si,no,si,si,2,3,5,4,30,3.9,5.2,5.2,BAJO
Valparaiso,M,22,RUR,MQ3,JUN,1,3,otro,profesor,cercania,no,si,otro,2,2,0,si,si,si,si,si,si,3,3,1,2,23,4.9,4.7,4.7,ALTO
Valparaiso,F,22,URB,MQ3,SEP,4,4,salud,profesor,curriculo,si,no,otro,1,3,0,si,no,no,no,si,no,4,2,5,5,30,3.7,4.3,4.2,BAJO
Valparaiso,M,22,URB,MQ3,JUN,4,2,otro,otro,cercania,si,si,padre,1,3,1,no,no,no,si,si,si,5,2,3,5,10,3.9,5.8,7,MUYBAJO
La Serena,F,23,RUR,MI3,SEP,4,4,servicios,salud,otro,si,si,otro,3,2,3,no,si,no,si,no,no,4,2,4,1,54,1.9,1.7,1.9,BAJO
La Serena,F,19,URB,MQ3,JUN,3,4,servicios,profesor,otro,no,si,madre,4,1,3,no,si,no,si,si,si,1,4,4,5,12,4.9,4.7,4.7,ALTO
Valparaiso,M,19,URB,MI3,JUN,1,3,servicios,salud,otro,no,si,padre,1,4,2,si,no,si,no,no,si,5,3,1,5,10,3.6,3.2,3.8,MUYALTO
Valparaiso,M,20,URB,MI3,JUN,2,3,en_casa,profesor,reputacion,no,no,madre,2,3,2,no,no,no,si,no,no,4,2,5,2,11,4.3,4.3,3.9,BAJO
Valparaiso,F,25,RUR,MQ3,SEP,4,3,profesor,salud,curriculo,si,no,otro,4,4,2,si,no,si,si,no,no,2,4,4,1,13,4,4.3,4.6,BAJO
Valparaiso,F,22,URB,MQ3,JUN,1,1,servicios,servicios,cercania,no,no,madre,4,1,1,no,no,no,si,no,si,2,2,5,2,17,3.9,3.5,4,ALTO
Valparaiso,F,18,RUR,MQ3,JUN,4,3,en_casa,salud,cercania,si,no,otro,1,4,1,no,si,no,no,no,no,4,3,3,1,75,2.3,1.8,2.2,BAJO
Valparaiso,M,20,URB,MI3,JUN,1,2,en_casa,en_casa,curriculo,si,si,madre,2,1,3,no,no,si,no,si,no,3,5,3,2,13,4,2.8,3.9,BAJO
La Serena,M,21,URB,MI3,SEP,2,3,servicios,profesor,otro,si,no,padre,3,3,0,si,no,si,si,no,si,3,3,3,3,1,3.6,4,3.6,ALTO
La Serena,M,25,URB,MI3,SEP,1,4,otro,servicios,cercania,si,no,madre,3,2,0,no,no,si,si,si,si,5,4,4,5,4,3.6,4.2,3.3,MUYALTO
Valparaiso,F,19,URB,MI3,JUN,4,1,salud,en_casa,reputacion,no,no,otro,3,4,1,no,si,si,no,no,no,3,5,5,5,23,6.1,2.8,4.6,NORMAL
Valparaiso,M,19,URB,MI3,SEP,4,4,otro,otro,otro,si,si,padre,1,4,1,no,si,no,no,no,no,2,3,5,1,54,1.8,2.1,2.1,NORMAL
Valparaiso,F,21,URB,MI3,SEP,0,1,servicios,en_casa,otro,no,si,madre,1,2,0,no,si,si,si,no,no,1,3,5,1,24,2.5,1,3.1,NORMAL
Valparaiso,F,25,URB,MI3,JUN,1,0,servicios,otro,otro,si,no,padre,4,4,3,si,si,no,si,no,si,4,2,4,1,6,4.9,3.4,4.6,BAJO
Valparaiso,M,25,RUR,MQ3,JUN,1,3,otro,en_casa,cercania,no,si,padre,2,1,2,no,si,no,no,si,si,4,1,1,5,2,4.6,5.5,6.4,BAJO
La Serena,M,25,URB,MI3,JUN,4,3,servicios,profesor,cercania,si,si,otro,4,3,1,no,no,no,no,no,si,1,2,4,4,75,1.8,1.9,1.8,NORMAL
Valparaiso,M,23,URB,MI3,SEP,3,4,profesor,en_casa,otro,si,no,otro,4,4,3,si,si,si,no,si,si,2,4,3,2,14,6.4,4.6,7,BAJO
Valparaiso,F,20,URB,MQ3,JUN,4,4,en_casa,servicios,reputacion,no,si,otro,4,3,2,si,si,no,no,no,no,5,4,5,4,25,4.8,4.8,4.5,ALTO
Valparaiso,F,21,URB,MQ3,JUN,1,1,servicios,otro,cercania,no,si,madre,3,1,3,no,no,no,si,no,no,2,4,2,2,22,6.4,3.1,7,BAJO
La Serena,M,22,URB,MQ3,JUN,3,1,salud,en_casa,otro,no,si,madre,2,2,3,si,si,no,no,si,no,2,2,1,5,0,4.9,4.8,4.7,ALTO
Valparaiso,F,21,URB,MQ3,SEP,3,4,profesor,en_casa,curriculo,no,si,padre,4,4,2,no,no,no,si,si,no,1,3,4,5,26,4.9,4.3,4.7,ALTO
Valparaiso,M,21,RUR,MI3,SEP,4,4,otro,profesor,curriculo,si,no,padre,4,3,2,si,no,no,si,si,si,1,5,3,5,75,1.8,1.8,2.3,MUYBAJO
Valparaiso,M,23,RUR,MI3,SEP,4,0,profesor,servicios,otro,si,no,padre,4,1,0,no,no,si,no,si,si,5,1,1,3,5,3.4,2.8,2.8,BAJO
La Serena,M,23,URB,MQ3,JUN,1,2,en_casa,otro,otro,si,no,madre,3,2,2,si,no,no,si,si,si,3,5,5,4,54,2.3,2.1,2.2,MUYBAJO
Valparaiso,F,25,RUR,MI3,SEP,4,4,profesor,servicios,cercania,si,no,padre,1,2,0,no,no,si,no,si,si,5,4,4,1,0,5.2,3.7,4.9,NORMAL
Valparaiso,F,21,RUR,MQ3,SEP,1,4,en_casa,profesor,otro,si,si,madre,4,1,2,si,no,si,no,no,no,3,1,3,1,25,5.8,6.4,5.7,NORMAL
Valparaiso,F,18,URB,MI3,JUN,2,4,otro,salud,reputacion,si,si,padre,4,2,1,no,no,no,no,si,si,2,5,5,3,12,4.9,4.8,4.7,ALTO
Valparaiso,F,18,URB,MQ3,SEP,3,4,salud,otro,otro,no,si,madre,2,1,2,no,si,no,si,no,no,3,3,3,3,19,4.4,4.8,4.7,ALTO
Valparaiso,M,25,RUR,MI3,JUN,1,2,servicios,otro,reputacion,no,si,madre,2,1,1,no,si,no,no,si,no,3,2,4,4,22,3.7,3.6,4.1,ALTO
La Serena,M,20,RUR,MQ3,JUN,1,4,servicios,servicios,reputacion,si,no,padre,3,1,1,no,si,si,no,si,no,2,2,1,2,16,2.8,3.1,3.1,MUYBAJO
La Serena,M,21,URB,MQ3,SEP,4,4,profesor,profesor,curriculo,si,no,padre,2,2,0,si,si,no,si,si,si,5,4,4,2,14,3.3,3.4,4.1,MUYALTO
La Serena,F,18,URB,MI3,JUN,4,3,profesor,otro,otro,no,no,madre,1,2,3,no,no,si,no,si,no,5,4,1,1,4,6.4,5.2,7,BAJO
La Serena,M,22,RUR,MQ3,SEP,3,4,salud,servicios,otro,no,si,madre,2,4,1,si,si,si,no,no,no,5,2,2,1,17,5.5,5.8,5.1,BAJO
La Serena,M,22,URB,MI3,SEP,4,2,salud,otro,otro,no,no,otro,3,2,3,no,si,no,no,no,si,2,4,1,3,2,4.3,3.7,5.5,BAJO
Valparaiso,M,21,URB,MQ3,JUN,3,0,profesor,en_casa,reputacion,no,no,madre,2,2,3,no,no,si,si,si,si,1,1,3,5,54,2,1.9,2,ALTO
La Serena,M,18,URB,MI3,JUN,1,1,otro,otro,curriculo,si,no,padre,3,1,2,si,no,si,no,si,si,1,1,5,4,0,6.7,3.1,5.1,BAJO
La Serena,F,22,URB,MI3,SEP,3,4,salud,servicios,cercania,no,no,otro,2,4,2,si,si,si,si,no,no,1,2,5,5,12,5.8,4.6,6,BAJO
La Serena,F,23,URB,MI3,SEP,3,2,salud,otro,reputacion,si,no,padre,2,4,3,no,si,no,si,no,no,4,4,2,5,26,6.1,4.3,4.9,NORMAL
La Serena,M,20,RUR,MI3,SEP,1,3,en_casa,salud,reputacion,si,si,otro,2,1,1,si,no,si,si,si,no,5,1,4,2,14,6.1,4.6,6.2,NORMAL
Valparaiso,F,18,URB,MI3,SEP,3,4,profesor,servicios,curriculo,no,no,padre,3,1,2,si,si,si,no,no,no,1,1,4,1,21,4.6,6.7,6.2,BAJO
La Serena,F,20,URB,MQ3,JUN,3,3,en_casa,otro,curriculo,no,si,otro,2,2,2,si,si,no,no,no,no,5,3,1,4,18,1.9,3.1,2.3,MUYBAJO
Valparaiso,M,23,RUR,MI3,JUN,4,0,en_casa,servicios,otro,no,si,madre,3,2,1,si,si,no,si,si,no,3,3,4,3,25,3.1,2.8,3.1,BAJO
Valparaiso,M,25,RUR,MI3,JUN,3,4,salud,servicios,cercania,si,no,padre,1,3,0,si,no,si,no,no,no,1,5,5,5,9,4,1,2.6,BAJO
La Serena,F,19,RUR,MI3,JUN,4,2,profesor,en_casa,cercania,no,si,padre,2,4,0,no,si,si,no,no,no,5,4,1,3,0,6.4,4.6,6.1,BAJO
La Serena,F,18,RUR,MI3,JUN,0,3,otro,profesor,otro,si,no,otro,1,2,1,no,si,no,si,no,no,3,4,2,4,0,4.6,3.7,4.6,NORMAL
